8 ESTIMATION EYESCLOSED,8 ESTIMATION OBSERVE,8 ESTIMATION PREPARE,8 ESTIMATION STEADY,8 ESTIMATION TRANSITION,8 ESTIMATION GRIP,8 ESTIMATION MOVEMENT,8 ESTIMATION RELEASE,11 ESTIMATION EYESCLOSED,11 ESTIMATION OBSERVE,11 ESTIMATION PREPARE,11 ESTIMATION STEADY,11 ESTIMATION TRANSITION,11 ESTIMATION GRIP,11 ESTIMATION MOVEMENT,11 ESTIMATION RELEASE,1 ESTIMATION EYESCLOSED,1 ESTIMATION OBSERVE,1 ESTIMATION PREPARE,1 ESTIMATION STEADY,1 ESTIMATION TRANSITION,1 ESTIMATION GRIP,1 ESTIMATION MOVEMENT,1 ESTIMATION RELEASE,3 ESTIMATION EYESCLOSED,3 ESTIMATION OBSERVE,3 ESTIMATION PREPARE,3 ESTIMATION STEADY,3 ESTIMATION TRANSITION,3 ESTIMATION GRIP,3 ESTIMATION MOVEMENT,3 ESTIMATION RELEASE,10 ESTIMATION EYESCLOSED,10 ESTIMATION OBSERVE,10 ESTIMATION PREPARE,10 ESTIMATION STEADY,10 ESTIMATION TRANSITION,10 ESTIMATION GRIP,10 ESTIMATION MOVEMENT,10 ESTIMATION RELEASE,2 ESTIMATION EYESCLOSED,2 ESTIMATION OBSERVE,2 ESTIMATION PREPARE,2 ESTIMATION STEADY,2 ESTIMATION TRANSITION,2 ESTIMATION GRIP,2 ESTIMATION MOVEMENT,2 ESTIMATION RELEASE,4 ESTIMATION EYESCLOSED,4 ESTIMATION OBSERVE,4 ESTIMATION PREPARE,4 ESTIMATION STEADY,4 ESTIMATION TRANSITION,4 ESTIMATION GRIP,4 ESTIMATION MOVEMENT,4 ESTIMATION RELEASE,6 ESTIMATION EYESCLOSED,6 ESTIMATION OBSERVE,6 ESTIMATION PREPARE,6 ESTIMATION STEADY,6 ESTIMATION TRANSITION,6 ESTIMATION GRIP,6 ESTIMATION MOVEMENT,6 ESTIMATION RELEASE,12 ESTIMATION EYESCLOSED,12 ESTIMATION OBSERVE,12 ESTIMATION PREPARE,12 ESTIMATION STEADY,12 ESTIMATION TRANSITION,12 ESTIMATION GRIP,12 ESTIMATION MOVEMENT,12 ESTIMATION RELEASE,9 ESTIMATION EYESCLOSED,9 ESTIMATION OBSERVE,9 ESTIMATION PREPARE,9 ESTIMATION STEADY,9 ESTIMATION TRANSITION,9 ESTIMATION GRIP,9 ESTIMATION MOVEMENT,9 ESTIMATION RELEASE,5 ESTIMATION EYESCLOSED,5 ESTIMATION OBSERVE,5 ESTIMATION PREPARE,5 ESTIMATION STEADY,5 ESTIMATION TRANSITION,5 ESTIMATION GRIP,5 ESTIMATION MOVEMENT,5 ESTIMATION RELEASE,7 ESTIMATION EYESCLOSED,7 ESTIMATION OBSERVE,7 ESTIMATION PREPARE,7 ESTIMATION STEADY,7 ESTIMATION TRANSITION,7 ESTIMATION GRIP,7 ESTIMATION MOVEMENT,7 ESTIMATION RELEASE
81.8763075554248,25.0927568518446,42.9232268900513,125.976899533505,123.854337282621,121.702206418211,109.376850267398,107.008427923435,25.6629649702802,24.7337307852801,33.5563409272945,135.356493193237,134.086700365858,133.830720256731,128.757789167083,121.3049174041,25.6706041973092,24.8930614670368,25.1112562900376,86.491511598058,85.7103969223922,80.299222219092,72.7798053252434,74.2221495145977,25.0216391225713,24.4841606934442,29.0491333306781,77.3039897944841,77.6039433652782,76.3298108179982,72.4254661247349,76.9764381339397,25.1627595776359,24.6887378498237,27.34484662829,131.652263753148,131.446442194918,132.513182328417,129.192944421866,121.994039695131,25.2384837958398,24.679558893435,30.3935764954716,83.2221132576797,82.4786504365399,82.5404790618005,72.9169369429939,74.9600905876337,30.790217147051,25.5067653874523,43.4606238124503,93.6597462787535,92.7915466987192,91.5577173231549,89.3658644391445,88.5133816700107,25.5480123204034,25.0324137772249,30.274575857948,91.3643408053883,92.0962592308692,90.5795084642776,90.4130441129555,86.4346052264787,24.9257906543483,25.1176594350538,34.5957092526455,126.540130701471,124.470044570577,123.568367589594,129.320514161701,121.950876938809,30.5714949813527,25.08745927353,37.7043710270224,113.273210006737,112.218802612882,112.343100754764,109.871206709697,105.817193491826,25.0369375703344,24.2165719876072,33.8126401374746,100.274586882253,100.650055251764,99.4454763920514,99.2071515496147,89.6769751043162,31.0247227862794,24.8535580239259,35.4230450122846,112.69985299112,111.846731376033,110.404021093458,112.143666627432,105.888169380514
81.8770702282686,25.0878573858515,45.8445669081326,125.890884880856,123.845852549148,121.623993150228,109.478352357388,107.644606593476,25.6783426603358,24.7333007685106,35.8622190572746,135.289788017321,134.094542754873,133.814947205171,128.710579902146,121.569971834998,25.6463175564304,24.8927241318867,25.3030466539346,86.4904814809392,85.5751211414018,80.1145403905893,72.7822964351219,74.6815898956446,25.0354310335563,24.4792557412875,29.6799658974747,77.3488413998224,77.5909946767339,76.2032546429317,72.4675418326495,76.9718144426579,25.166306643451,24.6868608928251,28.1670837186791,131.620078350109,131.446006281462,132.557950627588,129.067446664761,122.015939076157,25.2305694362467,24.6752220082372,31.2524639167355,83.1110205751222,82.4982181937571,82.5245056035446,72.7975186296194,75.1941893472728,30.4186922014453,25.5070234268466,45.5671901649607,93.6190327246477,92.7722179669383,91.5865563619185,89.5127891838186,88.5831874862626,25.6040259891916,25.0315152718283,30.6271982701974,91.3474166864444,92.1206743993094,90.2006011714851,90.3592885076559,86.7214372773003,24.9393614392746,25.1218361899404,36.3402383907197,126.523875891081,124.452919764552,123.547259263377,129.180523605598,122.106947311588,30.2719579137037,25.086116396492,40.2386290204119,113.229614401539,112.195225882264,112.567853014316,109.778484821844,105.952099794871,24.9976596920712,24.2127405805432,35.6779175644669,100.284132822805,100.64825951127,99.4052609688585,99.1902221616234,90.292138734216,31.0725998371467,24.8531845162024,38.2987351572515,112.613731365005,111.845439742048,110.299357800392,111.822626040792,106.064337255987
81.8611893342588,25.0845224683719,49.0281600626517,125.804608668489,123.85601810107,121.419584110214,109.588517610773,108.323463368324,25.6921341846884,24.7325909889837,38.3504231937215,135.23579239833,134.102267614114,133.813744588387,128.676211320451,121.850739696187,25.6175859881774,24.8953972296688,25.6271406118127,86.4813589126194,85.4400130912642,79.9664424060043,72.7972573790966,75.1704362090799,25.0551541648189,24.4766074379597,30.4658394404276,77.4124797177832,77.5862693683087,76.115211254547,72.5089841196925,76.9076916965557,25.1636583041086,24.6882395328516,29.1168054710218,131.5967741964,131.437593121708,132.59266885438,128.961076332429,122.015328433258,25.227618260863,24.6738361406068,32.0761318494684,83.0197326955343,82.512104650793,82.513428753458,72.6440817670004,75.399926177237,30.0819291689986,25.5036213456161,47.7340193591379,93.5846997691134,92.7345157856533,91.6969065304686,89.6714025898814,88.7917883775387,25.6426249287783,25.0299978831022,30.9209757643585,91.3622340813275,92.1460072578518,89.6484504904586,90.3033377397859,87.0341431600756,24.9524136280254,25.123000049621,38.2251755410672,126.526666685213,124.431047847878,123.542036296265,129.074071222359,122.33291055842,29.960925300985,25.082545235224,43.0541070680432,113.183730036548,112.17154564033,112.76605930555,109.741926598433,106.109985558574,24.9741271392526,24.2122009252059,37.5171188987529,100.289470714665,100.64924656598,99.4106971795412,99.1606875376559,90.8413607060264,31.0771986091738,24.8551559640016,41.3384686726931,112.523245320564,111.833314729194,110.234318538015,111.526332247954,106.230556504446
81.8612115166122,25.0876073077526,52.3807302599917,125.746511170647,123.864654600281,121.206135284181,109.705144900196,109.033149905315,25.7034843314083,24.7326213489256,40.9608699709141,135.18466605033,134.093155919362,133.808055208888,128.644013555402,122.231605996451,25.5852245442879,24.8993643688133,26.0635077858975,86.4771616173917,85.3148899912399,79.8856724775704,72.8140413096919,75.6935128706822,25.0646295438988,24.4781148441462,31.3933905022116,77.4722459864252,77.5917883503447,76.073984618391,72.5286884833885,76.8140048129579,25.1473723334142,24.687444887851,30.2064842327268,131.583851690888,131.444672152983,132.615022321414,128.851222991469,122.007974796987,25.2213095196857,24.6657921938902,32.8807858819918,82.9475902259034,82.5249846744372,82.5134462682918,72.4648123823961,75.6141650279486,29.8014269964848,25.5053823763577,49.8334201740647,93.5656599241693,92.6708844691957,91.816547698553,89.8253573076903,89.1169833899353,25.67570199484,25.0276262351142,31.211824933185,91.3538026652908,92.164753386398,88.8350055477123,90.2397029225963,87.3953607623803,24.9612864941324,25.1229044577151,40.283651875867,126.536138338141,124.412842522452,123.532614799461,128.998771025275,122.670991668848,29.6283729765259,25.0775801980197,46.0551989880676,113.139519515931,112.146344163511,112.948106894291,109.734867684835,106.292677204137,24.9644195176513,24.2100635465298,39.2761163124824,100.301763837845,100.638787185574,99.3905090331175,99.1017218405005,91.2853692464202,31.1161710911295,24.8531589553245,44.3911465805231,112.433787093512,111.839886163464,110.199213676208,111.269677281739,106.348408073969
81.8616246342353,25.0871860017858,55.6447564159517,125.675984020733,123.857440916204,120.899927879571,109.821808281458,109.768988167126,25.7139664593944,24.7296073064289,43.7584695841322,135.140126413896,134.063569443895,133.815172428448,128.63495730391,122.653216301129,25.5597175223384,24.9028180928698,26.6090518909733,86.464095875327,85.2230722639035,79.6814035690923,72.8236537092451,76.2484309462671,25.0834657450267,24.4789530277635,32.4373714595611,77.5407667329597,77.6041405690292,76.0836450722757,72.5693739920752,76.6772316059897,25.1393183292047,24.6843373038627,31.4075469421163,131.579997652705,131.447267577713,132.527121874991,128.786357730243,122.008866862513,25.2119269613369,24.6672030703767,33.6875482324905,82.8897738828471,82.5255398074166,82.5138292975453,72.2886778180589,75.8604209965929,29.5967779285351,25.5093911626104,51.8664760710925,93.5654910117132,92.5987596848986,92.0554256558189,89.9623794711052,89.6067847692061,25.6875303479133,25.0266594125341,31.5184500286614,91.3064163236011,92.1707115013313,88.0450302147397,90.1817466436994,87.8051720033179,24.9672060507773,25.1232255349302,42.4930026285644,126.536434104669,124.403960689606,123.523187853722,128.923929843982,123.083194154421,29.3023410368543,25.0745019000917,49.1131183547398,113.097687517775,112.108173775757,113.159031592766,109.732187163724,106.538487250966,24.9804785541873,24.2120350050122,40.9767183218964,100.315185003397,100.622337178908,99.4690103073924,99.034008756246,91.5946581366118,31.1112430117818,24.8495415962898,47.4977998828534,112.352490144048,111.84045190283,110.007224778663,111.074379431885,106.395003417129
81.8683103387098,25.0840023860404,58.9112768592848,125.606399126294,123.84161733696,120.544807676168,109.917943941819,110.541711045661,25.7143844907964,24.7293218545323,46.7888647013123,135.087289424144,134.021579173298,133.817850845628,128.622309739375,123.146846434092,25.5372846803029,24.9064876454079,27.2417480371048,86.453399515976,85.1671403705338,79.5099404473007,72.8398861899061,76.7945340999301,25.0990460747827,24.4819823231602,33.6199998938311,77.5915099925903,77.6126443594072,76.1644334487956,72.6447810923157,76.5461055850477,25.1274420440727,24.686668899613,32.7635809618051,131.589834111773,131.43748369564,132.377589785758,128.706150829826,122.053318475859,25.2035844658813,24.6667356866292,34.5318346165789,82.8474154797613,82.5175440756484,82.5144721088231,72.1495994440766,76.101322666998,29.4637854529311,25.5116255030539,53.838067589835,93.5679264685797,92.5223816988902,92.243100852638,90.107964202242,90.3201051559823,25.7034142056583,25.0243109379626,31.8287969037328,91.2721010716118,92.1637688706219,87.1937372923099,90.1171319730802,88.2707977132252,24.9751063217266,25.1193847414686,44.8402157372854,126.527554905776,124.386040169957,123.508342493608,128.851196844599,123.577847447641,28.9813812078092,25.0729359740301,52.0406190744485,113.062717583927,112.055211991567,113.485216701713,109.739503932844,106.856457501573,25.0214814991862,24.2107657836666,42.657555011293,100.328724250075,100.593883776126,99.4143878305435,98.9431336822358,91.8349106376675,31.1027326310973,24.8481152068222,50.6333581795465,112.264912540563,111.819618835161,109.846835142356,110.921908391376,106.504429404384
81.8577022006322,25.0796534738687,61.9597091405005,125.52476907173,123.810775803042,120.14501550113,110.017323655177,111.322277864621,25.7131410321935,24.7269423318217,49.9130472507935,135.042422687827,133.970172906372,133.830691984287,128.62854593856,123.705747318238,25.5126965909932,24.9083124143112,27.9292940459982,86.4423204624507,85.1561929903946,79.1840011850698,72.8720185617197,77.3312557586948,25.1079079959568,24.4861955263787,34.8635341630826,77.6238491470242,77.6183536101387,76.257654104087,72.7317059627259,76.4505113088607,25.1035727222004,24.6840688568076,34.3401425109638,131.598545015658,131.427914554473,132.156200510941,128.593277326764,122.150973756266,25.2045383058929,24.6712465741954,35.4153083946713,82.8181536206027,82.4909152700894,82.5175358974997,72.0424753680925,76.3109886147499,29.3934353237463,25.511413486687,55.78738786394,93.5774527247899,92.4424422567977,92.5043971634383,90.2358716636,91.2064905562734,25.7049667968776,25.0241995052597,32.1901414837743,91.2953791779889,92.1414941295315,86.4440161662775,90.0768187462587,88.7182204359732,24.9801901935332,25.1129471506423,47.3174235036723,126.521603421287,124.371122209966,123.505184335388,128.763560830613,124.111476075409,28.6645908948314,25.0730294873011,54.7615561851982,113.030578662567,111.993508481711,113.846310202875,109.751619341193,107.238198436824,25.066256682068,24.2112255424256,44.3019998283862,100.335007670098,100.559226496245,99.4154469837134,98.8326685218693,91.9830496928863,31.0774989020359,24.8467970812578,53.8669793427069,112.204483316064,111.798198007082,109.68776614572,110.780488907188,106.865531369286
81.8617983270712,25.0819324219249,64.6921820632432,125.46798318617,123.762101757235,119.716727561342,110.105267722958,112.093494638456,25.699521137924,24.7273347853272,53.0404019329423,135.00178921478,133.909810561333,133.831888000781,128.604274843974,124.394166942868,25.5181985903513,24.9133171547606,28.6874390827154,86.4313277856882,85.1811473122627,78.9506984646896,72.9190433376917,77.7993989766698,25.1323061584404,24.4905410839638,36.1226128326353,77.6439145110936,77.6173178477941,76.3633113314691,72.7786355776061,76.3724680145933,25.0833939332875,24.6859914761148,36.1324377437757,131.605664172064,131.409656775674,131.869747147867,128.474007092092,122.321629831902,25.2122744035897,24.6715988934394,36.3312004754871,82.793654694944,82.4584896508557,82.5235278744523,71.9605078379142,76.4350234637111,29.3541643998444,25.514852614938,57.8098055165083,93.5812039929113,92.3572840889811,92.6421311999293,90.3707011789397,92.2838475704354,25.697961251779,25.0236912994372,32.6108357596142,91.2755046501717,92.1188832771563,86.0001841574065,90.0536001261499,89.2030093293455,24.9823484497271,25.1085945533609,49.9035353755493,126.522416280358,124.367022366279,123.507664612527,128.65508223498,124.654078419402,28.3556758186965,25.0767292583898,57.2563083172172,113.006621409031,111.928510696303,114.286302165413,109.753482757628,107.68262945029,25.1078677230519,24.209378704644,45.9651674100685,100.341331175532,100.514835678775,99.4949520742613,98.6880522950046,92.0440214707314,31.0325093411624,24.8436805657085,57.253389993688,112.172918649309,111.767427439598,109.320552445158,110.649642996992,107.461620688185
81.8764241473752,25.0789965334868,67.1365351584918,125.397944193345,123.698100585691,119.300024015133,110.183248068314,112.840339057728,25.6926673905576,24.7280589797028,56.2601466617891,134.96555682304,133.844277192956,133.825042655265,128.583188142613,125.137941150807,25.5176937674341,24.9176135003215,29.4670120600571,86.4225492932777,85.2380569483374,78.6309148143881,72.9632755073208,78.2232540694442,25.1394551231889,24.494209176517,37.3871431830513,77.6533295586246,77.6119102080429,76.4472004670569,72.8137657398846,76.3229839405706,25.0609419041846,24.6911631042205,38.1842983822122,131.609400785102,131.400978640956,131.665048482017,128.361734172596,122.581810578561,25.2288260464499,24.6741187671455,37.4099571709148,82.7657956425844,82.4329752763464,82.5220818742501,71.9255175729086,76.5167487836197,29.3206404835735,25.5157255383642,59.8502430306043,93.5825890663742,92.2573149528479,92.6494965616877,90.5202613165857,93.4466750817784,25.6883038356616,25.0222950321129,33.077110492808,91.267228660228,92.1009239070689,85.6185644126067,90.0498999605928,89.6543901284795,24.9915423759166,25.105853212646,52.5200529018922,126.511442932268,124.364106433664,123.51116231366,128.531183667883,125.17383377554,28.0500708012524,25.0822124313708,59.5241323367849,112.9817036888,111.866196401545,114.867910138109,109.729937241413,108.191865565849,25.1484649830639,24.2095511323383,47.669390670423,100.347041311301,100.46725484246,99.5481595373737,98.5153027120513,92.0460560029408,30.9751792233083,24.8426572241254,60.7678584460856,112.166336221968,111.730565760468,108.966552432561,110.513120682141,108.211480581497
81.8865231764688,25.0887194184477,69.4421931109573,125.321738131336,123.613088341176,118.980708745103,110.24639975172,113.552768398811,25.6861422805723,24.7288838498863,59.3416514116887,134.917293138987,133.783281582793,133.811878951062,128.557407326701,125.917719692072,25.5076904269629,24.9178260646608,30.3394266303377,86.4208609336196,85.3090143701634,78.0909518066046,72.9893728054249,78.6167949956362,25.1302161419283,24.4952562802649,38.5967074378075,77.6443136038219,77.6004349765599,76.4908195814286,72.8584888867296,76.2847033510963,25.0352896929391,24.6910586818333,40.5425739621241,131.606697758658,131.39175241392,131.568517169992,128.247896485538,122.924823743547,25.2384383373917,24.6831998992101,38.5560810989385,82.7329915753722,82.417798974366,82.5160710311447,71.936500453888,76.4970769712733,29.2741380735696,25.5140651112335,61.8665784066745,93.5705699888586,92.1475917437241,92.5513512249215,90.6701163495342,94.6051310969584,25.6859603204055,25.0259348500383,33.6587501091403,91.2453689749295,92.0946963077791,85.3809457750268,90.0658254040893,90.0249333606736,25.0031205777807,25.1031026950748,55.1787862076442,126.487735969347,124.360017770763,123.508510253404,128.383242113212,125.643504190805,27.7328292963726,25.0875826613077,61.6591793708436,112.968152348915,111.799624371328,115.428707336717,109.682446077414,108.734090619216,25.1850960675452,24.2124075385085,49.4002153942404,100.354182133443,100.408065551854,99.6286407545183,98.3014852674559,92.0058686103665,30.9164164903274,24.8440309752708,64.4147445738965,112.176269137853,111.700472085795,108.493604788131,110.361338738792,109.107956310374
